"document","annotation__start","annotation__end","annotation__label","annotation__text"
"The building contains two washrooms, one livingroom, one study, two bedrooms, two kitchens, and one balcony. In practice, washroom1 has Purple Wood_Grain floor as well as wall is Green Wood_Grain. washroom1 has 4 squares in center. Additionally, wall of washroom2 is Marble and Wood_color while floor is Log and Red. washroom2 has 3 squares in east. In addition, livingroom1 uses Red Ceramic_Tile for floor, and wall is Marble and Blue. livingroom1 covers 42 square meters located in center. Additionally, study1 has 9 squares in east. study1 floor is Earth_color Coating as well as wall is Orange Marble. Besides, bedroom1 has 15 squares in west. bedroom1 wall is Red Stone_Brick, and uses Black Wall_Cloth for floor. Additionally, bedroom2 wall is Gray Granite while floor is Ceramic_Tile and White. bedroom2 covers 13 square meters located in center. In addition, kitchen1 is in west with 12 square meters. kitchen1 wall is Orange Wall_Cloth as well as has Wood_color Bamboo_Vine floor. Moreover, kitchen2 covers 10 square meters located in southeast. kitchen2 has Yellow Pure_Color_Wood floor while wall is Ceramic_Tile and Yellow. balcony1 has 7 squares in east. floor of balcony1 is Cement_Board and Red, and wall is Red Cement_Board. livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, kitchen2, study1, washroom1, washroom2. kitchen1, washroom1 and bedroom1 are connected. bedroom2 is adjacent to study1, washroom1. kitchen2 is next to balcony1, washroom2. study1 is adjacent to balcony1, washroom2. balcony1 is next to washroom2. ","22","25","QUANT","two"
"","26","35","ROOM","washrooms"
"","37","40","QUANT","one"
"","41","51","ROOM","livingroom"
"","53","56","QUANT","one"
"","57","62","ROOM","study"
"","64","67","QUANT","two"
"","68","76","ROOM","bedrooms"
"","78","81","QUANT","two"
"","82","90","ROOM","kitchens"
"","96","99","QUANT","one"
"","100","107","ROOM","balcony"
"","122","131","ROOM","washroom1"
"","211","220","DIMENSION","4 squares"
"","254","266","ROOM","washroom2 is"
"","331","340","DIMENSION","3 squares"
"","344","348","DIRECTION","east"
"","363","374","ROOM","livingroom1"
"","456","472","DIMENSION","42 square meters"
"","506","512","ROOM","study1"
"","517","526","DIMENSION","9 squares"
"","530","534","DIRECTION","east"
"","536","542","ROOM","study1"
"","615","623","ROOM","bedroom1"
"","628","638","DIMENSION","15 squares"
"","642","646","DIRECTION","west"
"","802","810","ROOM","bedroom2"
"","818","834","DIMENSION","13 square meters"
"","867","875","ROOM","kitchen1"
"","882","886","DIRECTION","west"
"","892","908","DIMENSION","12 square meters"
"","910","918","ROOM","kitchen1"
"","1000","1008","ROOM","kitchen2"
"","1016","1032","DIMENSION","10 square meters"
"","1044","1053","DIRECTION","southeast"
"","1055","1063","ROOM","kitchen2"
"","1136","1144","ROOM","balcony1"
"","1149","1158","DIMENSION","7 squares"
"","1162","1166","DIRECTION","east"
"","1241","1336","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, kitchen2, study1, washroom1, washroom2"
"","1338","1384","CONNECTION","kitchen1, washroom1 and bedroom1 are connected"
"","1386","1427","CONNECTION","bedroom2 is adjacent to study1, washroom1"
"","1429","1468","CONNECTION","kitchen2 is next to balcony1, washroom2"
"","1470","1511","CONNECTION","study1 is adjacent to balcony1, washroom2"
"","1513","1542","CONNECTION","balcony1 is next to washroom2"
"The house plan has three bedrooms, two washrooms, one balcony, one livingroom, and one kitchen. In practice, floor of bedroom1 is Jade and White as well as wall is Green Cement_Board. bedroom1 has 15 squares in northwest. bedroom2 covers 10 square meters located in north. bedroom2 has Purple Log wall, and floor is Green Ceramic_Tile. Additionally, bedroom3 is in south with 8 square meters. wall of bedroom3 is Painted_Wood and Black as well as floor is Rock_Plate and Green. washroom1 covers 5 square meters located in south. floor of washroom1 is Log and Gray while wall is Log and Gray. washroom2 uses Black Pure_Color_Wood for floor, and wall is Painted_Wood and Blue. washroom2 covers 4 square meters located in west. wall of balcony1 is Quartz and Orange while has Green Quartz floor. balcony1 covers 4 square meters located in northeast. livingroom1 covers 30 square meters located in east. livingroom1 wall is Gray Stone_Brick as well as has Wood_color Cement_Board floor. Besides, floor of kitchen1 is Bamboo_Vine and Black, and wall is Purple Painted_Wood. kitchen1 covers 7 square meters located in south. bedroom1, bedroom2, bedroom3, kitchen1, washroom1, balcony1 and livingroom1 are connected. bedroom1 is adjacent to bedroom2, bedroom3, washroom2. washroom1, washroom2 and bedroom3 are connected. kitchen1 is next to washroom1. ","19","24","QUANT","three"
"","25","33","ROOM","bedrooms"
"","35","38","QUANT","two"
"","39","48","ROOM","washrooms"
"","50","53","QUANT","one"
"","54","61","ROOM","balcony"
"","63","66","QUANT","one"
"","67","77","ROOM","livingroom"
"","83","86","QUANT","one"
"","87","94","ROOM","kitchen"
"","118","126","ROOM","bedroom1"
"","197","207","DIMENSION","15 squares"
"","211","220","DIRECTION","northwest"
"","222","230","ROOM","bedroom2"
"","238","254","DIMENSION","10 square meters"
"","266","271","DIRECTION","north"
"","350","358","ROOM","bedroom3"
"","365","370","DIRECTION","south"
"","376","391","DIMENSION","8 square meters"
"","401","409","ROOM","bedroom3"
"","478","487","ROOM","washroom1"
"","495","510","DIMENSION","5 square meters"
"","522","527","DIRECTION","south"
"","592","601","ROOM","washroom2"
"","692","707","DIMENSION","4 square meters"
"","719","723","DIRECTION","west"
"","733","741","ROOM","balcony1"
"","809","824","DIMENSION","4 square meters"
"","836","845","DIRECTION","northeast"
"","847","858","ROOM","livingroom1"
"","866","882","DIMENSION","30 square meters"
"","894","898","DIRECTION","east"
"","900","911","ROOM","livingroom1"
"","1001","1009","ROOM","kitchen1"
"","1069","1077","ROOM","kitchen1"
"","1085","1100","DIMENSION","7 square meters"
"","1112","1117","DIRECTION","south"
"","1119","1208","CONNECTION","bedroom1, bedroom2, bedroom3, kitchen1, washroom1, balcony1 and livingroom1 are connected"
"","1210","1263","CONNECTION","bedroom1 is adjacent to bedroom2, bedroom3, washroom2"
"","1265","1312","CONNECTION","washroom1, washroom2 and bedroom3 are connected"
"","1314","1343","CONNECTION","kitchen1 is next to washroom1"
"The house plan has three bedrooms, two washrooms, two balconys, one livingroom, and one kitchen. More specifically, bedroom1 uses Earth_color Cement_Board for floor as well as wall is Wood_Veneer and Red. bedroom1 is in northeast with 12 square meters. bedroom2 has 9 squares in east. bedroom2 wall is Pink Ceramics while floor is Purple Quartz. bedroom3 is in south with 6 square meters. bedroom3 has Wood_color Painted_Wood wall as well as floor is Cement_Board and Earth_color. wall of washroom1 is Cement_Board and Pink, and uses Red Wall_Cloth for floor. washroom1 has 3 squares in east. washroom2 has Yellow Rock_Plate wall while uses Gray Cement_Board for floor. washroom2 covers 3 square meters located in center. balcony1 is in southwest with 6 square meters. floor of balcony1 is Pure_Color_Wood and Wood_color as well as wall is Ceramics and Wood_color. balcony2 has Pink Coating floor, and has Red Ceramic_Tile wall. balcony2 covers 3 square meters located in northwest. In addition, livingroom1 covers 27 square meters located in west. wall of livingroom1 is Quartz and Orange as well as uses Gray Wall_Cloth for floor. kitchen1 wall is Green Bamboo_Vine, and floor is Ceramic_Tile and Blue. kitchen1 has 5 squares in north. bedroom1, bedroom2, bedroom3, balcony1, kitchen1, washroom1, balcony2, washroom2 and livingroom1 are connected. bedroom1 is next to washroom1, washroom2. bedroom2 is adjacent to bedroom3, washroom1. washroom2 and kitchen1 are connected. ","19","24","QUANT","three"
"","25","33","ROOM","bedrooms"
"","35","38","QUANT","two"
"","39","49","ROOM","washrooms,"
"","50","53","QUANT","two"
"","54","62","ROOM","balconys"
"","64","67","QUANT","one"
"","68","78","ROOM","livingroom"
"","84","87","QUANT","one"
"","88","95","ROOM","kitchen"
"","116","124","ROOM","bedroom1"
"","220","229","DIRECTION","northeast"
"","235","251","DIMENSION","12 square meters"
"","253","261","ROOM","bedroom2"
"","266","275","DIMENSION","9 squares"
"","279","283","ROOM","east"
"","346","354","ROOM","bedroom3"
"","361","366","DIRECTION","south"
"","372","387","DIMENSION","6 square meters"
"","489","498","ROOM","washroom1"
"","560","569","ROOM","washroom1"
"","574","583","DIMENSION","3 squares"
"","587","591","ROOM","east"
"","687","702","DIMENSION","3 square meters"
"","722","730","ROOM","balcony1"
"","737","746","DIRECTION","southwest"
"","752","767","DIMENSION","6 square meters"
"","865","873","ROOM","balcony2"
"","938","960","DIMENSION","covers 3 square meters"
"","972","981","DIRECTION","northwest"
"","996","1007","ROOM","livingroom1"
"","1015","1031","DIMENSION","27 square meters"
"","1043","1047","DIRECTION","west"
"","1133","1141","ROOM","kitchen1"
"","1205","1213","ROOM","kitchen1"
"","1218","1227","DIMENSION","5 squares"
"","1231","1236","DIRECTION","north"
"","1238","1348","CONNECTION","bedroom1, bedroom2, bedroom3, balcony1, kitchen1, washroom1, balcony2, washroom2 and livingroom1 are connected"
"","1350","1390","CONNECTION","bedroom1 is next to washroom1, washroom2"
"","1392","1435","CONNECTION","bedroom2 is adjacent to bedroom3, washroom1"
"","1437","1473","CONNECTION","washroom2 and kitchen1 are connected"
"Building layout contains three bedrooms, one washroom, one balcony, one livingroom, and one kitchen. In practice, bedroom1 has Blue Mosaic wall, and has Red Log floor. bedroom1 covers 17 square meters located in southwest. bedroom2 wall is Wood_color Stone_Brick as well as floor is Red Stone_Brick. bedroom2 covers 17 square meters located in northwest. bedroom3 covers 15 square meters located in west. wall of bedroom3 is Log and Red while has Red Marble floor. washroom1 has Yellow Bamboo_Vine wall as well as uses Yellow Pure_Color_Wood for floor. washroom1 is in southeast with 4 square meters. balcony1 floor is Earth_color Granite, and wall is Granite and Blue. balcony1 covers 12 square meters located in west. livingroom1 is in east with 44 square meters. floor of livingroom1 is Bamboo_Vine and Red as well as has Wood_color Wood_Grain wall. Additionally, kitchen1 wall is Pink Coating, and uses Pink Wall_Cloth for floor. kitchen1 covers 8 square meters located in northeast. livingroom1 is adjacent to bedroom1, bedroom2, bedroom3, kitchen1, washroom1. bedroom3, balcony1 and bedroom1 are connected. bedroom2 is next to bedroom3. bedroom3 is adjacent to balcony1. ","25","30","QUANT","three"
"","31","39","ROOM","bedrooms"
"","41","44","QUANT","one"
"","45","53","ROOM","washroom"
"","55","58","QUANT","one"
"","59","66","ROOM","balcony"
"","68","71","QUANT","one"
"","72","82","ROOM","livingroom"
"","88","91","QUANT","one"
"","92","99","ROOM","kitchen"
"","114","122","ROOM","bedroom1"
"","184","200","DIMENSION","17 square meters"
"","316","332","DIMENSION","17 square meters"
"","344","353","DIRECTION","northwest"
"","355","363","ROOM","bedroom3"
"","371","387","DIMENSION","15 square meters"
"","399","403","DIRECTION","west"
"","465","474","ROOM","washroom1"
"","569","578","DIRECTION","southeast"
"","584","599","DIMENSION","4 square meters"
"","601","609","ROOM","balcony1"
"","686","702","DIMENSION","12 square meters"
"","714","718","DIRECTION","west"
"","748","764","DIMENSION","44 square meters"
"","867","875","ROOM","kitchen1"
"","934","942","ROOM","kitchen1"
"","950","965","DIMENSION","8 square meters"
"","977","986","DIRECTION","northeast"
"","988","1064","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, bedroom3, kitchen1, washroom1"
"","1066","1111","CONNECTION","bedroom3, balcony1 and bedroom1 are connected"
"","1113","1141","CONNECTION","bedroom2 is next to bedroom3"
"","1143","1175","CONNECTION","bedroom3 is adjacent to balcony1"
"Building layout contains one washroom, two bedrooms, one livingroom, and one balcony. More specifically, washroom1 has 3 squares in north. washroom1 uses Black Wood_Veneer for floor as well as wall is Red Painted_Wood. Moreover, bedroom1 floor is Red Ceramics, and wall is Wood_color Jade. bedroom1 covers 12 square meters located in northeast. bedroom2 wall is Black Jade while floor is Bamboo_Vine and Pink. bedroom2 covers 7 square meters located in northwest. livingroom1 is in center with 23 square meters. livingroom1 has Earth_color Quartz floor, and wall is Earth_color Ceramic_Tile. balcony1 floor is Blue Cement_Board while wall is Pure_Color_Wood and Green. balcony1 covers 3 square meters located in southeast. livingroom1 is adjacent to bedroom1, bedroom2, washroom1, balcony1. washroom1, balcony1 and bedroom1 are connected. bedroom2 is adjacent to washroom1. ","25","28","QUANT","one"
"","29","37","ROOM","washroom"
"","39","42","QUANT","two"
"","43","52","ROOM","bedrooms,"
"","53","56","QUANT","one"
"","57","67","ROOM","livingroom"
"","73","76","QUANT","one"
"","77","84","ROOM","balcony"
"","105","114","ROOM","washroom1"
"","119","128","DIMENSION","3 squares"
"","132","137","DIRECTION","north"
"","139","148","ROOM","washroom1"
"","229","237","ROOM","bedroom1"
"","290","298","ROOM","bedroom1"
"","306","322","DIMENSION","12 square meters"
"","334","343","DIRECTION","northeast"
"","345","353","ROOM","bedroom2"
"","426","441","DIMENSION","7 square meters"
"","453","462","DIRECTION","northwest"
"","464","475","ROOM","livingroom1"
"","494","510","DIMENSION","23 square meters"
"","512","523","ROOM","livingroom1"
"","592","600","ROOM","balcony1"
"","669","721","CONNECTION","balcony1 covers 3 square meters located in southeast"
"","723","789","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, washroom1, balcony1"
"","791","837","CONNECTION","washroom1, balcony1 and bedroom1 are connected"
"","839","872","CONNECTION","bedroom2 is adjacent to washroom1"
"The house plan has two bedrooms, one washroom, two balconys, one livingroom, and one kitchen. Specifically, wall of bedroom1 is Bamboo_Vine and Red as well as floor is Painted_Wood and White. bedroom1 is in east with 12 square meters. In addition, bedroom2 covers 9 square meters located in northwest. wall of bedroom2 is Bamboo_Vine and Yellow while uses Green Ceramic_Tile for floor. floor of washroom1 is Marble and Purple as well as wall is White Coating. washroom1 has 3 squares in north. balcony1 covers 6 square meters located in southeast. balcony1 uses Pink Marble for floor, and has White Painted_Wood wall. balcony2 wall is Red Marble as well as floor is Painted_Wood and Black. balcony2 is in west with 3 square meters. livingroom1 wall is Red Rock_Plate, and floor is Purple Wood_Veneer. livingroom1 covers 23 square meters located in south. kitchen1 has Blue Wood_Grain floor while wall is Rock_Plate and Blue. kitchen1 has 5 squares in southwest. bedroom1, bedroom2, balcony1, kitchen1, washroom1 and livingroom1 are connected. bedroom1 is next to balcony1, washroom1. washroom1, balcony2 and bedroom2 are connected. kitchen1 is adjacent to balcony2. ","19","22","QUANT","two"
"","23","31","ROOM","bedrooms"
"","33","36","QUANT","one"
"","37","45","ROOM","washroom"
"","47","50","QUANT","two"
"","61","64","QUANT","one"
"","65","75","ROOM","livingroom"
"","81","84","QUANT","one"
"","85","92","ROOM","kitchen"
"","116","124","ROOM","bedroom1"
"","207","211","DIRECTION","east"
"","217","233","DIMENSION","12 square meters"
"","248","256","ROOM","bedroom2"
"","264","279","DIMENSION","9 square meters"
"","291","300","DIRECTION","northwest"
"","395","404","ROOM","washroom1"
"","460","469","ROOM","washroom1"
"","474","483","DIMENSION","3 squares"
"","487","492","DIRECTION","north"
"","494","502","ROOM","balcony1"
"","510","525","DIMENSION","6 square meters"
"","537","546","DIRECTION","southeast"
"","548","556","ROOM","balcony1"
"","618","626","ROOM","balcony2"
"","715","730","DIMENSION","3 square meters"
"","732","743","ROOM","livingroom1"
"","820","836","DIMENSION","23 square meters"
"","848","854","DIRECTION","south."
"","855","863","ROOM","kitchen1"
"","938","947","DIMENSION","5 squares"
"","951","960","DIRECTION","southwest"
"","962","1041","CONNECTION","bedroom1, bedroom2, balcony1, kitchen1, washroom1 and livingroom1 are connected"
"","1043","1082","CONNECTION","bedroom1 is next to balcony1, washroom1"
"","1084","1130","CONNECTION","washroom1, balcony2 and bedroom2 are connected"
"","1132","1164","CONNECTION","kitchen1 is adjacent to balcony2"
"House has one washroom, one livingroom, one study, two bedrooms, one kitchen, and one balcony. More specifically, floor of washroom1 is Stone_Brick and Yellow as well as has Pink Marble wall. washroom1 covers 4 square meters located in west. livingroom1 uses Purple Log for floor while has Orange Coating wall. livingroom1 covers 29 square meters located in center. study1 has 5 squares in west. study1 wall is Green Ceramics, and floor is Stone_Brick and Purple. Moreover, bedroom1 uses Wood_color Log for floor as well as wall is Black Wood_Veneer. bedroom1 covers 13 square meters located in south. bedroom2 has Orange Ceramic_Tile wall while floor is Wood_color Bamboo_Vine. bedroom2 covers 9 square meters located in north. Additionally, kitchen1 covers 7 square meters located in north. floor of kitchen1 is Cement_Board and Black as well as wall is Wood_Veneer and Wood_color. balcony1 has 6 squares in south. balcony1 wall is Orange Pure_Color_Wood, and floor is Pure_Color_Wood and Yellow. bedroom1, bedroom2, kitchen1, balcony1, study1, washroom1 and livingroom1 are connected. bedroom1 is next to balcony1, study1. bedroom2 is adjacent to kitchen1, washroom1. study1 is next to washroom1. ","10","13","QUANT","one"
"","24","27","QUANT","one"
"","28","38","ROOM","livingroom"
"","40","43","QUANT","one"
"","44","49","ROOM","study"
"","51","54","QUANT","two"
"","55","63","ROOM","bedrooms"
"","65","68","QUANT","one"
"","69","76","ROOM","kitchen"
"","82","85","QUANT","one"
"","86","93","ROOM","balcony"
"","123","132","ROOM","washroom1"
"","209","224","DIMENSION","4 square meters"
"","236","240","DIRECTION","west"
"","242","253","ROOM","livingroom1"
"","330","346","DIMENSION","29 square meters"
"","366","372","ROOM","study1"
"","377","386","DIMENSION","5 squares"
"","390","394","DIRECTION","west"
"","474","482","ROOM","bedroom1"
"","567","583","DIMENSION","13 square meters"
"","595","600","DIRECTION","south"
"","602","610","ROOM","bedroom2"
"","695","710","DIMENSION","9 square meters"
"","722","727","DIRECTION","north"
"","743","751","ROOM","kitchen1"
"","759","774","DIMENSION","7 square meters"
"","786","791","DIRECTION","north"
"","884","892","ROOM","balcony1"
"","897","906","DIMENSION","6 squares"
"","910","915","DIRECTION","south"
"","917","925","ROOM","balcony1"
"","999","1086","CONNECTION","bedroom1, bedroom2, kitchen1, balcony1, study1, washroom1 and livingroom1 are connected"
"","1088","1124","CONNECTION","bedroom1 is next to balcony1, study1"
"","1126","1198","CONNECTION","bedroom2 is adjacent to kitchen1, washroom1. study1 is next to washroom1"
"The building contains two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, floor of bedroom1 is Ceramics and Wood_color as well as wall is Purple Mosaic. bedroom1 is in north with 13 square meters. In addition, bedroom2 floor is White Log while has Red Wood_Veneer wall. bedroom2 covers 10 square meters located in northeast. Besides, washroom1 has 4 squares in east. washroom1 has Gray Wallpaper wall, and uses Green Coating for floor. balcony1 has 6 squares in northwest. balcony1 has Pink Stone_Brick wall as well as uses Purple Log for floor. Moreover, livingroom1 is in center with 23 square meters. wall of livingroom1 is Coating and Gray, and floor is Wood_color Coating. kitchen1 floor is Earth_color Wood_Veneer while has Red Painted_Wood wall. kitchen1 is in southeast with 7 square meters. livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, washroom1. bedroom1 is next to bedroom2, balcony1. bedroom2 is adjacent to washroom1. ","22","25","QUANT","two"
"","26","35","ROOM","bedrooms,"
"","36","39","QUANT","one"
"","40","48","ROOM","washroom"
"","50","53","QUANT","one"
"","54","61","ROOM","balcony"
"","63","66","QUANT","one"
"","67","77","ROOM","livingroom"
"","83","86","QUANT","one"
"","87","94","ROOM","kitchen"
"","121","129","ROOM","bedroom1"
"","206","211","DIRECTION","north"
"","217","233","DIMENSION","13 square meters"
"","248","256","ROOM","bedroom2"
"","308","316","ROOM","bedroom2"
"","324","340","DIMENSION","10 square meters"
"","352","361","DIRECTION","northeast"
"","372","381","ROOM","washroom1"
"","386","395","DIMENSION","4 squares"
"","399","403","DIRECTION","east"
"","405","414","ROOM","washroom1"
"","474","482","ROOM","balcony1"
"","487","496","DIMENSION","6 squares"
"","500","509","DIRECTION","northwest"
"","511","519","ROOM","balcony1"
"","594","605","ROOM","livingroom1"
"","624","640","DIMENSION","23 square meters"
"","716","724","ROOM","kitchen1"
"","806","815","DIRECTION","southeast"
"","821","836","DIMENSION","7 square meters"
"","838","904","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, kitchen1, washroom1"
"","906","944","CONNECTION","bedroom1 is next to bedroom2, balcony1"
"","946","979","CONNECTION","bedroom2 is adjacent to washroom1"
"House has three bedrooms, one washroom, one balcony, one livingroom, and one kitchen. In practice, bedroom1 has 13 squares in south. wall of bedroom1 is Bamboo_Vine and Green, and uses White Mosaic for floor. bedroom2 has 9 squares in north. bedroom2 has Earth_color Coating floor as well as wall is Stone_Brick and Green. bedroom3 covers 5 square meters located in west. bedroom3 uses Red Ceramics for floor while wall is Gray Wood_Veneer. wall of washroom1 is Jade and Green, and has Earth_color Wood_Veneer floor. washroom1 has 4 squares in west. balcony1 is in south with 6 square meters. balcony1 wall is Red Wall_Cloth while floor is Rock_Plate and Purple. livingroom1 covers 30 square meters located in center. livingroom1 floor is Pink Painted_Wood as well as has Black Jade wall. kitchen1 is in north with 6 square meters. kitchen1 uses Wood_color Ceramics for floor, and wall is White Granite. livingroom1 is adjacent to bedroom1, bedroom2, balcony1, kitchen1, bedroom3, washroom1. balcony1, bedroom3 and bedroom1 are connected. bedroom2 is next to kitchen1, washroom1. bedroom3 is adjacent to washroom1. ","16","24","ROOM","bedrooms"
"","26","29","QUANT","one"
"","30","38","ROOM","washroom"
"","40","43","QUANT","one"
"","44","51","ROOM","balcony"
"","53","56","QUANT","one"
"","57","67","ROOM","livingroom"
"","73","76","QUANT","one"
"","77","84","ROOM","kitchen"
"","99","107","ROOM","bedroom1"
"","112","122","DIMENSION","13 squares"
"","126","131","DIRECTION","south"
"","141","149","ROOM","bedroom1"
"","209","217","ROOM","bedroom2"
"","222","231","DIMENSION","9 squares"
"","235","240","DIRECTION","north"
"","242","250","ROOM","bedroom2"
"","323","331","ROOM","bedroom3"
"","339","354","DIMENSION","5 square meters"
"","366","370","DIRECTION","west"
"","372","380","ROOM","bedroom3"
"","449","458","ROOM","washroom1"
"","517","526","ROOM","washroom1"
"","531","540","DIMENSION","4 squares"
"","544","548","DIRECTION","west"
"","550","558","ROOM","balcony1"
"","565","570","DIRECTION","south"
"","576","591","DIMENSION","6 square meters"
"","593","601","ROOM","balcony1"
"","663","674","ROOM","livingroom1"
"","682","698","DIMENSION","30 square meters"
"","789","797","ROOM","kitchen1"
"","804","809","DIRECTION","north"
"","810","830","DIMENSION","with 6 square meters"
"","904","990","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, balcony1, kitchen1, bedroom3, washroom1"
"","992","1037","CONNECTION","balcony1, bedroom3 and bedroom1 are connected"
"","1039","1078","CONNECTION","bedroom2 is next to kitchen1, washroom1"
"","1080","1113","CONNECTION","bedroom3 is adjacent to washroom1"
"Building layout contains one washroom, one livingroom, and three bedrooms. Specifically, washroom1 has Yellow Pure_Color_Wood floor as well as has Blue Wallpaper wall. washroom1 is in southwest with 4 square meters. Additionally, livingroom1 uses Gray Bamboo_Vine for floor, and wall is Wall_Cloth and Black. livingroom1 is in center with 27 square meters. floor of bedroom1 is Wood_Veneer and White as well as wall is Yellow Wood_Veneer. bedroom1 has 10 squares in northwest. Besides, bedroom2 covers 9 square meters located in northeast. bedroom2 floor is Wood_color Wood_Grain, and wall is Wood_Veneer and Green. bedroom3 has 8 squares in north. bedroom3 floor is Yellow Quartz as well as has Red Log wall. bedroom1, bedroom2, bedroom3, washroom1 and livingroom1 are connected. bedroom1 is next to bedroom3. bedroom2 is adjacent to bedroom3. ","25","28","QUANT","one"
"","29","37","ROOM","washroom"
"","39","42","QUANT","one"
"","43","53","ROOM","livingroom"
"","59","64","QUANT","three"
"","65","73","ROOM","bedrooms"
"","89","98","ROOM","washroom1"
"","168","177","ROOM","washroom1"
"","184","193","DIRECTION","southwest"
"","199","214","DIMENSION","4 square meters"
"","230","241","ROOM","livingroom1"
"","339","355","DIMENSION","27 square meters"
"","366","374","ROOM","bedroom1"
"","452","462","DIMENSION","10 squares"
"","466","475","DIRECTION","northwest"
"","486","494","ROOM","bedroom2"
"","502","517","DIMENSION","9 square meters"
"","529","538","DIRECTION","northeast"
"","616","624","ROOM","bedroom3"
"","629","638","DIMENSION","8 squares"
"","642","647","DIRECTION","north"
"","649","657","ROOM","bedroom3"
"","708","779","CONNECTION",". bedroom1, bedroom2, bedroom3, washroom1 and livingroom1 are connected"
"","781","809","CONNECTION","bedroom1 is next to bedroom3"
"","811","843","CONNECTION","bedroom2 is adjacent to bedroom3"
"The house plan has two bedrooms, one washroom, one balcony, one livingroom, and one kitchen. To be specific, bedroom1 is in northwest with 13 square meters. bedroom1 wall is Black Wallpaper as well as floor is Quartz and Red. bedroom2 has Black Mosaic floor, and wall is Mosaic and Wood_color. bedroom2 is in east with 9 square meters. washroom1 is in north with 5 square meters. washroom1 wall is Pink Bamboo_Vine while floor is Cement_Board and White. balcony1 is in west with 5 square meters. balcony1 has Pink Coating wall, and floor is Wood_color Wood_Grain. livingroom1 wall is Blue Bamboo_Vine while has Orange Jade floor. livingroom1 has 26 squares in center. Additionally, kitchen1 covers 6 square meters located in southeast. kitchen1 has Green Wood_Grain floor as well as wall is Gray Quartz. bedroom1, bedroom2, kitchen1, balcony1, washroom1 and livingroom1 are connected. bedroom1 is adjacent to balcony1, washroom1. ","19","22","QUANT","two"
"","23","31","ROOM","bedrooms"
"","33","36","QUANT","one"
"","37","45","ROOM","washroom"
"","47","50","QUANT","one"
"","51","58","ROOM","balcony"
"","60","63","QUANT","one"
"","64","74","ROOM","livingroom"
"","80","83","QUANT","one"
"","84","91","ROOM","kitchen"
"","109","117","ROOM","bedroom1"
"","124","133","DIRECTION","northwest"
"","139","155","DIMENSION","13 square meters"
"","157","165","ROOM","bedroom1"
"","226","234","ROOM","bedroom2"
"","309","313","DIRECTION","east"
"","319","334","DIMENSION","9 square meters"
"","336","345","ROOM","washroom1"
"","352","357","DIRECTION","north"
"","363","378","DIMENSION","5 square meters"
"","454","462","ROOM","balcony1"
"","469","473","DIRECTION","west"
"","479","494","DIMENSION","5 square meters"
"","496","504","ROOM","balcony1"
"","564","575","ROOM","livingroom1"
"","646","656","DIMENSION","26 squares"
"","682","690","ROOM","kitchen1"
"","698","713","DIMENSION","6 square meters"
"","725","734","DIRECTION","southeast"
"","804","883","CONNECTION","bedroom1, bedroom2, kitchen1, balcony1, washroom1 and livingroom1 are connected"
"","885","928","CONNECTION","bedroom1 is adjacent to balcony1, washroom1"
"The house plan has one washroom, one livingroom, one study, two bedrooms, one kitchen, and one balcony. Specifically, washroom1 has Earth_color Wall_Cloth wall, and uses Green Rock_Plate for floor. washroom1 covers 3 square meters located in west. livingroom1 covers 29 square meters located in center. livingroom1 floor is Pink Wall_Cloth while wall is Blue Mosaic. Additionally, study1 floor is Blue Log, and wall is Stone_Brick and Green. study1 covers 7 square meters located in center. Moreover, bedroom1 wall is White Painted_Wood while floor is Purple Pure_Color_Wood. bedroom1 covers 13 square meters located in south. bedroom2 floor is Gray Wallpaper, and has Purple Granite wall. bedroom2 has 9 squares in north. In addition, kitchen1 is in north with 6 square meters. kitchen1 has Gray Pure_Color_Wood wall while floor is Black Cement_Board. balcony1 uses Blue Wall_Cloth for floor, and wall is Wood_Grain and Red. balcony1 has 6 squares in south. livingroom1 is adjacent to bedroom1, bedroom2, study1, kitchen1, balcony1, washroom1. bedroom1 is next to study1, balcony1. kitchen1, washroom1 and bedroom2 are connected. study1 is adjacent to washroom1. ","19","22","QUANT","one"
"","23","31","ROOM","washroom"
"","33","36","QUANT","one"
"","37","47","ROOM","livingroom"
"","49","52","QUANT","one"
"","53","58","ROOM","study"
"","60","63","QUANT","two"
"","64","72","ROOM","bedrooms"
"","74","77","QUANT","one"
"","78","85","ROOM","kitchen"
"","91","94","QUANT","one"
"","95","102","ROOM","balcony"
"","118","127","ROOM","washroom1"
"","215","230","DIMENSION","3 square meters"
"","242","246","DIRECTION","west"
"","248","259","ROOM","livingroom1"
"","267","283","DIMENSION","29 square meters"
"","381","387","ROOM","study1"
"","442","448","ROOM","study1"
"","456","471","DIMENSION","7 square meters"
"","501","509","ROOM","bedroom1"
"","592","608","DIMENSION","13 square meters"
"","620","625","DIRECTION","south"
"","627","635","ROOM","bedroom2"
"","703","712","DIMENSION","9 squares"
